Timestamp,Sensor,Temperature,Unit
2025-06-14T06:32:58.512Z,Sensor-1,28.50,°C
2025-06-14T06:33:00.539Z,Sensor-1,28.50,°C
2025-06-14T06:33:02.565Z,Sensor-1,28.50,°C
2025-06-14T06:33:04.591Z,Sensor-1,28.50,°C
2025-06-14T06:33:06.617Z,Sensor-1,28.50,°C
2025-06-14T06:33:08.643Z,Sensor-1,28.50,°C
2025-06-14T06:33:10.668Z,Sensor-1,28.50,°C
2025-06-14T06:33:12.694Z,Sensor-1,28.50,°C
2025-06-14T06:33:14.720Z,Sensor-1,28.50,°C
2025-06-14T06:33:16.746Z,Sensor-1,28.50,°C
2025-06-14T06:33:18.772Z,Sensor-1,28.20,°C
2025-06-14T06:33:20.799Z,Sensor-1,28.30,°C
2025-06-14T06:33:22.824Z,Sensor-1,28.50,°C
2025-06-14T06:33:24.850Z,Sensor-1,28.50,°C
2025-06-14T06:33:26.876Z,Sensor-1,28.50,°C
2025-06-14T06:33:28.902Z,Sensor-1,28.50,°C
2025-06-14T06:33:30.929Z,Sensor-1,28.50,°C
2025-06-14T06:33:35.051Z,Sensor-1,28.50,°C
2025-06-14T06:33:37.078Z,Sensor-1,28.50,°C
2025-06-14T06:33:39.104Z,Sensor-1,28.50,°C
2025-06-14T06:33:41.130Z,Sensor-1,28.50,°C
2025-06-14T06:33:43.156Z,Sensor-1,28.50,°C
2025-06-14T06:33:45.182Z,Sensor-1,28.50,°C
2025-06-14T06:33:47.209Z,Sensor-1,28.90,°C
2025-06-14T06:33:49.235Z,Sensor-1,28.90,°C
2025-06-14T06:33:51.260Z,Sensor-1,28.90,°C
2025-06-14T06:33:53.286Z,Sensor-1,28.90,°C
2025-06-14T06:33:55.313Z,Sensor-1,28.90,°C
2025-06-14T06:33:57.338Z,Sensor-1,28.90,°C
2025-06-14T06:33:59.365Z,Sensor-1,28.90,°C
2025-06-14T06:34:01.391Z,Sensor-1,29.30,°C
2025-06-14T06:34:03.417Z,Sensor-1,29.30,°C
2025-06-14T06:34:05.442Z,Sensor-1,29.30,°C
2025-06-14T06:34:07.469Z,Sensor-1,29.30,°C
2025-06-14T06:34:09.495Z,Sensor-1,29.40,°C
2025-06-14T06:34:11.520Z,Sensor-1,29.80,°C
2025-06-14T06:34:13.546Z,Sensor-1,29.80,°C
2025-06-14T06:34:15.572Z,Sensor-1,29.80,°C
2025-06-14T06:34:17.599Z,Sensor-1,29.80,°C
2025-06-14T06:34:19.624Z,Sensor-1,29.80,°C
2025-06-14T06:34:21.650Z,Sensor-1,30.20,°C
2025-06-14T06:34:23.677Z,Sensor-1,30.20,°C
2025-06-14T06:34:25.702Z,Sensor-1,30.20,°C
2025-06-14T06:34:27.728Z,Sensor-1,30.20,°C
2025-06-14T06:34:29.754Z,Sensor-1,30.80,°C
2025-06-14T06:34:31.786Z,Sensor-1,30.80,°C
2025-06-14T06:34:33.807Z,Sensor-1,30.80,°C
2025-06-14T06:34:35.833Z,Sensor-1,30.80,°C
2025-06-14T06:34:37.858Z,Sensor-1,30.80,°C
2025-06-14T06:34:39.885Z,Sensor-1,30.80,°C
2025-06-14T06:34:41.911Z,Sensor-1,31.30,°C
2025-06-14T06:34:43.937Z,Sensor-1,31.80,°C
2025-06-14T06:34:45.962Z,Sensor-1,31.80,°C
2025-06-14T06:34:47.988Z,Sensor-1,32.30,°C
2025-06-14T06:34:50.014Z,Sensor-1,32.80,°C
2025-06-14T06:34:52.040Z,Sensor-1,33.30,°C
2025-06-14T06:34:54.066Z,Sensor-1,33.60,°C
2025-06-14T06:34:56.092Z,Sensor-1,33.80,°C
2025-06-14T06:34:58.119Z,Sensor-1,34.20,°C
2025-06-14T06:35:00.145Z,Sensor-1,34.20,°C
2025-06-14T06:35:02.170Z,Sensor-1,34.60,°C
2025-06-14T06:35:04.198Z,Sensor-1,34.70,°C
2025-06-14T06:35:06.223Z,Sensor-1,34.70,°C
2025-06-14T06:35:08.248Z,Sensor-1,35.20,°C
2025-06-14T06:35:10.275Z,Sensor-1,35.60,°C
2025-06-14T06:35:12.300Z,Sensor-1,35.60,°C
2025-06-14T06:35:14.327Z,Sensor-1,36.30,°C
2025-06-14T06:35:16.353Z,Sensor-1,36.90,°C
2025-06-14T06:35:18.378Z,Sensor-1,36.90,°C
2025-06-14T06:35:20.405Z,Sensor-1,36.90,°C
2025-06-14T06:35:22.430Z,Sensor-1,37.40,°C
2025-06-14T06:35:24.456Z,Sensor-1,38.00,°C
2025-06-14T06:35:26.483Z,Sensor-1,38.50,°C
2025-06-14T06:35:28.509Z,Sensor-1,39.00,°C
2025-06-14T06:35:30.535Z,Sensor-1,40.70,°C
2025-06-14T06:35:32.562Z,Sensor-1,41.60,°C
2025-06-14T06:35:34.587Z,Sensor-1,42.50,°C
2025-06-14T06:35:36.613Z,Sensor-1,43.00,°C
2025-06-14T06:35:38.639Z,Sensor-1,43.50,°C
2025-06-14T06:35:40.665Z,Sensor-1,43.50,°C
2025-06-14T06:35:42.691Z,Sensor-1,43.50,°C
2025-06-14T06:35:44.717Z,Sensor-1,43.90,°C
2025-06-14T06:35:46.743Z,Sensor-1,43.90,°C
2025-06-14T06:35:48.769Z,Sensor-1,43.90,°C
2025-06-14T06:35:50.796Z,Sensor-1,43.90,°C
2025-06-14T06:35:52.822Z,Sensor-1,43.90,°C
2025-06-14T06:35:54.848Z,Sensor-1,43.70,°C
2025-06-14T06:35:56.874Z,Sensor-1,43.50,°C
2025-06-14T06:35:58.901Z,Sensor-1,43.50,°C
2025-06-14T06:36:00.928Z,Sensor-1,43.50,°C
2025-06-14T06:36:02.954Z,Sensor-1,43.50,°C
2025-06-14T06:36:04.980Z,Sensor-1,43.00,°C
2025-06-14T06:36:07.006Z,Sensor-1,43.00,°C
2025-06-14T06:36:09.032Z,Sensor-1,43.00,°C
2025-06-14T06:36:11.058Z,Sensor-1,42.50,°C
2025-06-14T06:36:13.084Z,Sensor-1,42.50,°C
2025-06-14T06:36:15.110Z,Sensor-1,42.50,°C
2025-06-14T06:36:17.136Z,Sensor-1,42.00,°C
2025-06-14T06:36:19.162Z,Sensor-1,42.00,°C
2025-06-14T06:37:21.969Z,Sensor-1,38.00,°C
2025-06-14T06:37:23.995Z,Sensor-1,38.00,°C
2025-06-14T06:37:26.022Z,Sensor-1,38.00,°C
2025-06-14T06:37:28.048Z,Sensor-1,37.40,°C
2025-06-14T06:37:30.074Z,Sensor-1,37.40,°C
2025-06-14T06:37:40.204Z,Sensor-1,36.90,°C
2025-06-14T06:37:42.230Z,Sensor-1,36.90,°C
2025-06-14T06:59:40.584Z,Sensor-1,31.30,°C
2025-06-14T06:59:42.607Z,Sensor-1,31.30,°C
2025-06-14T06:59:44.634Z,Sensor-1,30.80,°C
2025-06-14T06:59:46.660Z,Sensor-1,30.80,°C
2025-06-14T06:59:48.687Z,Sensor-1,30.80,°C
2025-06-14T06:59:50.711Z,Sensor-1,30.80,°C
2025-06-14T06:59:52.737Z,Sensor-1,30.80,°C
2025-06-14T06:59:54.764Z,Sensor-1,30.80,°C
2025-06-14T06:59:56.789Z,Sensor-1,30.80,°C
2025-06-14T06:59:58.817Z,Sensor-1,30.80,°C
2025-06-14T07:00:00.842Z,Sensor-1,30.80,°C
2025-06-14T07:00:02.868Z,Sensor-1,30.80,°C
2025-06-14T07:00:04.896Z,Sensor-1,30.80,°C
2025-06-14T07:00:06.919Z,Sensor-1,30.80,°C
2025-06-14T07:00:08.945Z,Sensor-1,30.80,°C
2025-06-14T07:00:10.971Z,Sensor-1,30.80,°C
2025-06-14T07:01:13.779Z,Sensor-1,31.30,°C
2025-06-14T07:01:15.805Z,Sensor-1,31.30,°C
2025-06-14T07:01:17.830Z,Sensor-1,31.30,°C
2025-06-14T07:01:19.857Z,Sensor-1,31.30,°C
2025-06-14T07:01:21.882Z,Sensor-1,31.30,°C
2025-06-14T07:01:23.908Z,Sensor-1,31.30,°C
2025-06-14T07:01:25.935Z,Sensor-1,31.30,°C
2025-06-14T07:01:27.960Z,Sensor-1,31.80,°C
2025-06-14T07:01:29.987Z,Sensor-1,31.80,°C
2025-06-14T07:01:32.012Z,Sensor-1,31.80,°C
2025-06-14T07:01:34.037Z,Sensor-1,31.80,°C
2025-06-14T07:01:36.064Z,Sensor-1,31.80,°C
2025-06-14T07:01:38.090Z,Sensor-1,31.80,°C
2025-06-14T07:01:40.117Z,Sensor-1,31.80,°C
2025-06-14T07:01:42.142Z,Sensor-1,31.80,°C
2025-06-14T07:01:44.168Z,Sensor-1,32.30,°C
2025-06-14T07:01:46.195Z,Sensor-1,32.30,°C
2025-06-14T07:01:48.219Z,Sensor-1,32.30,°C
2025-06-14T07:01:50.245Z,Sensor-1,32.30,°C
2025-06-14T07:01:52.271Z,Sensor-1,32.30,°C
2025-06-14T07:01:54.297Z,Sensor-1,32.30,°C
2025-06-14T07:01:56.325Z,Sensor-1,32.30,°C
2025-06-14T07:01:58.350Z,Sensor-1,32.30,°C
2025-06-14T07:02:00.375Z,Sensor-1,32.30,°C
2025-06-14T07:02:02.402Z,Sensor-1,32.30,°C
2025-06-14T07:02:04.429Z,Sensor-1,32.30,°C
2025-06-14T07:02:06.454Z,Sensor-1,32.30,°C
2025-06-14T07:15:16.268Z,Sensor-1,26.80,°C
2025-06-14T07:15:18.296Z,Sensor-1,26.70,°C
2025-06-14T07:15:20.322Z,Sensor-1,26.70,°C
2025-06-14T07:15:22.348Z,Sensor-1,26.70,°C
2025-06-14T07:15:24.373Z,Sensor-1,26.70,°C
2025-06-14T07:15:32.477Z,Sensor-1,26.70,°C
2025-06-14T07:15:34.503Z,Sensor-1,26.70,°C
2025-06-14T07:15:36.528Z,Sensor-1,26.70,°C
2025-06-14T07:15:38.557Z,Sensor-1,26.70,°C
2025-06-14T07:15:40.581Z,Sensor-1,26.70,°C
2025-06-14T07:15:42.607Z,Sensor-1,26.70,°C
2025-06-14T07:15:44.633Z,Sensor-1,26.70,°C
2025-06-14T07:20:16.122Z,Sensor-1,26.20,°C
2025-06-14T07:20:18.148Z,Sensor-1,26.20,°C
2025-06-14T07:20:20.174Z,Sensor-1,26.20,°C
2025-06-14T07:20:22.200Z,Sensor-1,26.20,°C
2025-06-14T07:20:24.227Z,Sensor-1,26.20,°C
2025-06-14T07:20:26.251Z,Sensor-1,26.20,°C
2025-06-14T07:20:28.277Z,Sensor-1,26.20,°C
2025-06-14T07:20:30.305Z,Sensor-1,26.20,°C
2025-06-14T07:20:32.329Z,Sensor-1,26.20,°C
2025-06-14T07:20:34.359Z,Sensor-1,26.20,°C
2025-06-14T07:27:25.640Z,Sensor-1,26.20,°C
2025-06-14T07:27:27.667Z,Sensor-1,26.20,°C
2025-06-14T07:27:29.694Z,Sensor-1,26.20,°C
2025-06-14T07:27:31.720Z,Sensor-1,26.20,°C
2025-06-14T07:27:33.744Z,Sensor-1,26.20,°C
2025-06-14T07:27:35.770Z,Sensor-1,26.20,°C
2025-06-14T07:27:37.796Z,Sensor-1,26.20,°C
2025-06-14T07:27:39.824Z,Sensor-1,26.20,°C
2025-06-14T07:27:41.850Z,Sensor-1,26.20,°C
2025-06-14T07:27:43.876Z,Sensor-1,26.20,°C
2025-06-14T07:27:45.901Z,Sensor-1,26.20,°C
2025-06-14T07:27:47.926Z,Sensor-1,26.20,°C
2025-06-14T07:27:49.952Z,Sensor-1,26.20,°C
2025-06-14T07:27:51.978Z,Sensor-1,26.20,°C
2025-06-14T07:27:54.004Z,Sensor-1,26.20,°C
2025-06-14T07:27:56.032Z,Sensor-1,26.20,°C
2025-06-14T07:27:58.056Z,Sensor-1,26.20,°C
2025-06-14T07:28:00.082Z,Sensor-1,26.20,°C
2025-06-14T07:28:02.108Z,Sensor-1,26.20,°C
2025-06-14T07:28:04.134Z,Sensor-1,26.20,°C
2025-06-14T07:28:06.160Z,Sensor-1,26.20,°C
2025-06-14T07:28:08.186Z,Sensor-1,26.20,°C
2025-06-14T07:29:15.047Z,Sensor-1,26.20,°C
2025-06-14T07:29:17.072Z,Sensor-1,26.20,°C
2025-06-14T07:29:19.098Z,Sensor-1,26.20,°C
2025-06-14T07:29:21.123Z,Sensor-1,26.20,°C
2025-06-14T07:29:23.149Z,Sensor-1,26.20,°C
2025-06-14T07:29:25.175Z,Sensor-1,26.20,°C
2025-06-14T07:29:27.202Z,Sensor-1,26.10,°C
2025-06-14T07:29:29.229Z,Sensor-1,26.00,°C
2025-06-14T07:29:31.254Z,Sensor-1,26.00,°C
2025-06-14T07:29:33.279Z,Sensor-1,25.90,°C
2025-06-14T07:29:35.306Z,Sensor-1,25.80,°C
2025-06-14T07:29:37.334Z,Sensor-1,25.80,°C
2025-06-14T07:29:39.360Z,Sensor-1,25.80,°C
2025-06-14T07:29:41.385Z,Sensor-1,25.80,°C
2025-06-14T07:29:43.410Z,Sensor-1,25.80,°C
2025-06-14T07:29:45.437Z,Sensor-1,25.80,°C
2025-06-14T07:29:47.464Z,Sensor-1,25.80,°C
2025-06-14T07:29:49.490Z,Sensor-1,25.80,°C
2025-06-14T07:29:51.516Z,Sensor-1,25.80,°C
2025-06-14T07:29:53.541Z,Sensor-1,25.80,°C
2025-06-14T07:29:55.567Z,Sensor-1,25.80,°C
2025-06-14T07:29:57.593Z,Sensor-1,25.80,°C
2025-06-14T07:29:59.619Z,Sensor-1,25.80,°C
2025-06-14T07:30:01.645Z,Sensor-1,26.20,°C
2025-06-14T07:30:03.671Z,Sensor-1,26.20,°C
2025-06-14T07:30:05.696Z,Sensor-1,26.70,°C
2025-06-14T07:30:07.723Z,Sensor-1,27.10,°C
2025-06-14T07:30:09.749Z,Sensor-1,27.60,°C
2025-06-14T07:30:11.775Z,Sensor-1,28.00,°C
2025-06-14T07:30:13.801Z,Sensor-1,28.50,°C
2025-06-14T07:30:15.829Z,Sensor-1,29.00,°C
2025-06-14T07:30:17.853Z,Sensor-1,29.80,°C
2025-06-14T07:30:19.883Z,Sensor-1,30.20,°C
2025-06-14T07:30:21.905Z,Sensor-1,30.80,°C
2025-06-14T07:30:23.932Z,Sensor-1,31.30,°C
2025-06-14T07:30:25.957Z,Sensor-1,31.30,°C
2025-06-14T07:30:27.986Z,Sensor-1,31.80,°C
2025-06-14T07:30:30.013Z,Sensor-1,31.80,°C
2025-06-14T07:30:32.039Z,Sensor-1,31.80,°C
2025-06-14T07:30:34.064Z,Sensor-1,31.80,°C
2025-06-14T07:30:36.090Z,Sensor-1,31.30,°C
2025-06-14T07:30:38.116Z,Sensor-1,31.30,°C
2025-06-14T07:30:40.144Z,Sensor-1,31.30,°C
2025-06-14T07:30:42.170Z,Sensor-1,30.80,°C
2025-06-14T07:30:44.193Z,Sensor-1,30.80,°C
2025-06-14T07:30:46.218Z,Sensor-1,30.20,°C
2025-06-14T07:30:48.244Z,Sensor-1,30.20,°C
2025-06-14T07:30:50.269Z,Sensor-1,30.20,°C
2025-06-14T07:30:52.295Z,Sensor-1,29.80,°C
2025-06-14T07:30:54.321Z,Sensor-1,29.80,°C
2025-06-14T07:30:56.347Z,Sensor-1,29.30,°C
2025-06-14T07:30:58.373Z,Sensor-1,29.30,°C
2025-06-14T07:31:00.400Z,Sensor-1,29.30,°C
2025-06-14T07:31:02.425Z,Sensor-1,28.90,°C
2025-06-14T07:31:04.451Z,Sensor-1,28.90,°C
2025-06-14T07:31:06.477Z,Sensor-1,28.90,°C
2025-06-14T07:31:08.504Z,Sensor-1,28.50,°C
2025-06-14T07:31:10.529Z,Sensor-1,28.50,°C
2025-06-14T07:31:12.555Z,Sensor-1,28.50,°C
2025-06-14T07:31:14.582Z,Sensor-1,28.40,°C
2025-06-14T07:31:16.608Z,Sensor-1,28.00,°C
2025-06-14T07:31:18.656Z,Sensor-1,28.00,°C
2025-06-14T07:31:20.659Z,Sensor-1,28.00,°C
2025-06-14T07:31:22.687Z,Sensor-1,28.00,°C
2025-06-14T07:31:24.712Z,Sensor-1,28.00,°C
2025-06-14T07:31:26.738Z,Sensor-1,27.60,°C
2025-06-14T07:31:28.764Z,Sensor-1,27.60,°C
2025-06-14T07:31:30.790Z,Sensor-1,27.60,°C
2025-06-14T07:31:32.815Z,Sensor-1,27.60,°C
2025-06-14T07:31:34.842Z,Sensor-1,27.60,°C
2025-06-14T07:31:36.868Z,Sensor-1,27.60,°C
2025-06-14T07:31:38.894Z,Sensor-1,27.60,°C
2025-06-14T07:31:40.919Z,Sensor-1,27.60,°C
2025-06-14T07:31:42.947Z,Sensor-1,27.50,°C
2025-06-14T07:31:44.973Z,Sensor-1,27.10,°C
2025-06-14T07:31:47.000Z,Sensor-1,27.10,°C
2025-06-14T07:31:49.025Z,Sensor-1,27.10,°C
2025-06-14T07:31:51.050Z,Sensor-1,27.10,°C
2025-06-14T07:31:53.076Z,Sensor-1,27.10,°C
2025-06-14T07:31:55.102Z,Sensor-1,27.10,°C
2025-06-14T07:31:57.128Z,Sensor-1,27.10,°C
2025-06-14T07:31:59.155Z,Sensor-1,27.10,°C
2025-06-14T07:32:01.181Z,Sensor-1,27.10,°C
2025-06-14T07:32:03.207Z,Sensor-1,27.10,°C
2025-06-14T07:32:05.232Z,Sensor-1,27.10,°C
2025-06-14T07:32:07.258Z,Sensor-1,27.10,°C
2025-06-14T07:32:09.285Z,Sensor-1,27.10,°C
2025-06-14T07:32:11.311Z,Sensor-1,27.10,°C
2025-06-14T07:32:13.336Z,Sensor-1,26.70,°C
2025-06-14T07:32:15.363Z,Sensor-1,26.70,°C
2025-06-14T07:32:17.388Z,Sensor-1,26.70,°C
2025-06-14T07:32:19.414Z,Sensor-1,26.70,°C
2025-06-14T07:32:21.441Z,Sensor-1,26.70,°C
2025-06-14T07:32:23.466Z,Sensor-1,26.70,°C
2025-06-14T07:32:25.493Z,Sensor-1,26.70,°C
2025-06-14T07:32:27.519Z,Sensor-1,26.70,°C
2025-06-14T07:32:29.545Z,Sensor-1,26.70,°C
2025-06-14T07:32:31.571Z,Sensor-1,26.70,°C
2025-06-14T07:32:33.597Z,Sensor-1,26.70,°C
2025-06-14T07:32:35.625Z,Sensor-1,26.70,°C
2025-06-14T07:32:37.652Z,Sensor-1,26.70,°C
2025-06-14T07:32:39.676Z,Sensor-1,26.70,°C
2025-06-14T07:32:41.818Z,Sensor-1,26.70,°C
2025-06-14T07:32:43.729Z,Sensor-1,26.70,°C
2025-06-14T07:32:45.754Z,Sensor-1,26.70,°C
2025-06-14T07:32:47.780Z,Sensor-1,26.70,°C
2025-06-14T07:32:49.806Z,Sensor-1,26.70,°C
2025-06-14T07:32:51.832Z,Sensor-1,26.30,°C
2025-06-14T07:32:53.858Z,Sensor-1,26.20,°C
2025-06-14T07:32:55.886Z,Sensor-1,26.20,°C
2025-06-14T07:32:57.910Z,Sensor-1,26.20,°C
2025-06-14T07:32:59.936Z,Sensor-1,26.20,°C
2025-06-14T07:33:01.962Z,Sensor-1,26.20,°C
2025-06-14T07:33:03.988Z,Sensor-1,26.20,°C
2025-06-14T07:33:06.014Z,Sensor-1,26.20,°C
2025-06-14T07:33:08.040Z,Sensor-1,26.20,°C
2025-06-14T07:33:10.068Z,Sensor-1,26.20,°C
2025-06-14T07:33:12.094Z,Sensor-1,26.20,°C
2025-06-14T07:33:14.119Z,Sensor-1,26.20,°C
2025-06-14T07:33:16.149Z,Sensor-1,26.20,°C
2025-06-14T07:33:18.170Z,Sensor-1,26.20,°C
2025-06-14T07:33:20.198Z,Sensor-1,26.20,°C
2025-06-14T07:33:22.223Z,Sensor-1,26.20,°C
2025-06-14T07:33:24.248Z,Sensor-1,26.20,°C
2025-06-14T07:33:26.275Z,Sensor-1,26.20,°C
2025-06-14T07:33:28.301Z,Sensor-1,26.20,°C
2025-06-14T07:33:30.327Z,Sensor-1,26.20,°C
2025-06-14T07:33:32.353Z,Sensor-1,26.20,°C
2025-06-14T07:33:34.380Z,Sensor-1,26.20,°C
2025-06-14T07:33:36.409Z,Sensor-1,26.20,°C
2025-06-14T07:33:38.430Z,Sensor-1,26.20,°C
2025-06-14T07:33:40.456Z,Sensor-1,26.20,°C
2025-06-14T07:33:42.484Z,Sensor-1,26.20,°C
2025-06-14T07:33:44.512Z,Sensor-1,26.20,°C
2025-06-14T07:33:46.535Z,Sensor-1,26.20,°C
2025-06-14T07:33:48.560Z,Sensor-1,26.20,°C
2025-06-14T07:33:50.586Z,Sensor-1,26.20,°C
2025-06-14T07:33:52.615Z,Sensor-1,26.20,°C
2025-06-14T07:33:54.638Z,Sensor-1,26.20,°C
2025-06-14T07:33:56.666Z,Sensor-1,26.20,°C
2025-06-14T07:33:58.694Z,Sensor-1,26.20,°C
2025-06-14T07:34:00.718Z,Sensor-1,26.20,°C
2025-06-14T07:34:02.743Z,Sensor-1,26.20,°C
2025-06-14T07:34:04.770Z,Sensor-1,26.20,°C
2025-06-14T07:34:06.797Z,Sensor-1,26.20,°C
2025-06-14T07:34:08.823Z,Sensor-1,26.20,°C
2025-06-14T07:34:10.849Z,Sensor-1,26.20,°C
2025-06-14T07:34:12.873Z,Sensor-1,26.20,°C
2025-06-14T07:34:14.900Z,Sensor-1,26.20,°C
2025-06-14T07:34:16.926Z,Sensor-1,26.20,°C
2025-06-14T07:34:18.952Z,Sensor-1,26.20,°C
2025-06-14T07:34:20.979Z,Sensor-1,26.20,°C
2025-06-14T07:34:23.005Z,Sensor-1,26.20,°C
2025-06-14T07:34:25.031Z,Sensor-1,26.20,°C
2025-06-14T07:34:27.056Z,Sensor-1,26.20,°C
2025-06-14T07:34:29.082Z,Sensor-1,26.20,°C
2025-06-14T07:34:31.109Z,Sensor-1,26.20,°C
2025-06-14T07:34:33.137Z,Sensor-1,26.20,°C
2025-06-14T07:34:35.161Z,Sensor-1,26.20,°C
2025-06-14T07:34:37.186Z,Sensor-1,26.20,°C
2025-06-14T07:34:39.211Z,Sensor-1,26.20,°C
2025-06-14T07:34:41.239Z,Sensor-1,26.20,°C
2025-06-14T07:34:43.265Z,Sensor-1,26.20,°C
2025-06-14T07:34:45.290Z,Sensor-1,26.20,°C
2025-06-14T07:34:47.316Z,Sensor-1,26.20,°C
2025-06-14T07:34:49.343Z,Sensor-1,26.20,°C
2025-06-14T07:34:51.368Z,Sensor-1,26.20,°C
2025-06-14T07:34:53.394Z,Sensor-1,26.20,°C
2025-06-14T07:34:55.420Z,Sensor-1,26.20,°C
2025-06-14T07:34:57.446Z,Sensor-1,26.20,°C
2025-06-14T07:34:59.471Z,Sensor-1,26.20,°C
2025-06-14T07:35:01.498Z,Sensor-1,26.20,°C
2025-06-14T07:35:03.524Z,Sensor-1,26.20,°C
2025-06-14T07:35:05.549Z,Sensor-1,26.20,°C
2025-06-14T07:35:07.577Z,Sensor-1,26.20,°C
2025-06-14T07:35:09.603Z,Sensor-1,26.20,°C
2025-06-14T07:35:11.628Z,Sensor-1,26.20,°C
2025-06-14T07:35:13.654Z,Sensor-1,26.20,°C
2025-06-14T07:35:15.679Z,Sensor-1,26.20,°C
2025-06-14T07:35:17.706Z,Sensor-1,26.20,°C
2025-06-14T07:35:19.733Z,Sensor-1,26.20,°C
2025-06-14T07:35:21.759Z,Sensor-1,26.20,°C
2025-06-14T07:35:23.789Z,Sensor-1,26.20,°C
2025-06-14T07:35:25.813Z,Sensor-1,26.20,°C
2025-06-14T07:35:27.837Z,Sensor-1,26.20,°C
2025-06-14T07:35:29.862Z,Sensor-1,26.20,°C
2025-06-14T07:35:31.889Z,Sensor-1,26.20,°C
2025-06-14T07:35:33.916Z,Sensor-1,26.20,°C
2025-06-14T07:35:35.940Z,Sensor-1,26.20,°C
2025-06-14T07:35:37.966Z,Sensor-1,26.20,°C
2025-06-14T07:35:39.992Z,Sensor-1,26.20,°C
2025-06-14T07:35:42.018Z,Sensor-1,26.20,°C
2025-06-14T07:35:44.045Z,Sensor-1,26.20,°C
2025-06-14T07:35:46.071Z,Sensor-1,26.20,°C
2025-06-14T07:35:48.096Z,Sensor-1,26.20,°C
